order_id,customer_id,order_date,product_id,quantity,unit_price,total_amount,order_status,payment_date
19260,9559,2022-10-29,73,31,222.07,6884.17,Pending,2023-05-21
19261,7859,2022-05-08,235,35,367.6,12866.0,Completed,2023-02-08
19262,4210,2022-03-23,362,39,273.48,10665.72,Completed,2022-01-14
19263,68,2022-09-05,325,4,271.72,1086.88,Cancelled,2023-05-17
19264,3344,2023-06-22,201,10,400.23,4002.3,Completed,2024-02-17
19265,4582,2024-10-14,492,17,75.89,1290.13,Pending,2023-01-08
19266,4143,2022-10-03,197,21,40.26,845.46,Cancelled,2022-05-14
19267,5896,2022-04-06,343,9,142.13,1279.17,Completed,2023-07-18
19268,6223,2024-12-04,185,16,167.39,2678.24,Cancelled,2022-06-11
19269,6783,2022-01-28,298,14,115.83,1621.62,Cancelled,2022-06-03
19270,1690,2023-11-28,294,25,102.47,2561.75,Cancelled,2023-07-09
19271,9829,2024-05-04,194,15,328.16,4922.4,Pending,2022-03-19
19272,850,2022-12-07,200,7,253.55,1774.85,Completed,2024-02-01
19273,1839,2022-11-03,341,41,123.4,5059.4,Pending,2022-03-21
19274,8932,2023-05-16,35,12,326.34,3916.08,Cancelled,2022-07-25
19275,7358,2022-02-21,471,25,189.38,4734.5,Completed,2024-02-28
19276,8221,2024-08-15,148,36,436.07,15698.52,Cancelled,2022-06-20
19277,9642,2022-09-17,335,21,118.34,2485.14,Completed,2024-07-03
19278,5379,2022-07-13,25,46,122.96,5656.16,Cancelled,2024-06-12
19279,6809,2023-05-15,288,15,125.94,1889.1,Completed,2024-08-24
19280,7562,2023-09-02,321,39,414.4,16161.6,Cancelled,2024-01-02
19281,1606,2023-04-21,78,13,338.58,4401.54,Pending,2023-04-05
19282,2739,2023-04-08,191,47,387.7,18221.9,Pending,2024-10-11
19283,7792,2024-05-04,373,12,86.01,1032.12,Pending,2023-04-03
19284,608,2024-04-02,21,7,354.2,2479.4,Cancelled,2023-03-26
19285,7560,2022-03-25,103,18,276.51,4977.18,Completed,2022-02-02
19286,4027,2024-11-15,297,10,73.51,735.1,Pending,2023-10-14
19287,9039,2023-07-24,424,33,428.5,14140.5,Pending,2022-07-11
19288,3798,2024-06-19,493,1,204.08,204.08,Pending,2022-12-09
19289,5951,2022-02-27,402,4,313.99,1255.96,Completed,2024-09-03
19290,5133,2022-03-19,348,19,493.36,9373.84,Cancelled,2024-04-06
19291,7253,2022-07-17,271,35,406.51,14227.85,Completed,2022-08-20
19292,7614,2024-12-31,121,29,35.85,1039.65,Completed,2024-04-15
19293,6982,2023-05-13,53,35,253.94,8887.9,Cancelled,2024-09-13
19294,3592,2023-07-10,338,43,462.95,19906.85,Pending,2022-01-07
19295,466,2022-01-04,346,26,139.74,3633.24,Cancelled,2023-03-05
19296,4302,2022-12-18,309,9,349.28,3143.52,Pending,2024-02-10
19297,5330,2022-06-03,489,3,115.82,347.46,Completed,2023-01-28
19298,2960,2022-06-20,36,50,228.78,11439.0,Cancelled,2022-02-19
19299,581,2024-04-01,94,46,69.19,3182.74,Cancelled,2022-07-10
19300,3157,2024-10-29,496,28,493.04,13805.12,Completed,2022-03-03
19301,3121,2024-06-21,134,11,416.45,4580.95,Completed,2023-04-20
19302,9443,2022-04-09,122,5,320.88,1604.4,Completed,2022-11-16
19303,6156,2023-11-07,84,40,400.49,16019.6,Cancelled,2023-07-25
19304,7912,2024-12-20,402,30,261.61,7848.3,Cancelled,2022-09-22
19305,7468,2023-12-15,178,29,46.97,1362.13,Pending,2024-10-28
19306,1052,2022-01-15,326,45,14.43,649.35,Cancelled,2024-05-04
19307,5369,2022-03-05,26,12,461.13,5533.56,Completed,2022-02-05
19308,8040,2022-04-14,106,38,458.55,17424.9,Completed,2022-07-30
19309,911,2024-07-03,312,38,384.27,14602.26,Completed,2024-07-31
19310,2126,2022-07-28,270,43,416.08,17891.44,Pending,2024-05-16
19311,4028,2023-03-12,360,31,11.1,344.1,Cancelled,2022-10-01
19312,1227,2024-06-03,130,35,432.58,15140.3,Completed,2024-06-21
19313,6590,2024-10-23,91,50,428.48,21424.0,Pending,2022-03-21
19314,9648,2024-10-23,225,8,50.76,406.08,Completed,2024-08-18
19315,977,2022-01-06,215,7,34.8,243.6,Pending,2023-02-04
19316,8529,2024-09-19,318,47,474.95,22322.65,Cancelled,2023-11-16
19317,6410,2023-03-15,215,26,487.59,12677.34,Completed,2024-12-09
19318,8179,2023-03-05,424,38,486.07,18470.66,Cancelled,2022-04-29
19319,6735,2024-01-08,417,9,11.44,102.96,Completed,2022-05-24
19320,7588,2022-04-28,432,36,29.57,1064.52,Completed,2022-05-03
19321,5480,2023-08-28,488,26,485.36,12619.36,Pending,2023-11-12
19322,3274,2022-09-12,466,49,440.21,21570.29,Cancelled,2024-09-08
19323,812,2023-09-02,26,26,111.18,2890.68,Pending,2022-03-21
19324,4933,2023-08-23,402,34,479.06,16288.04,Pending,2023-05-24
19325,9090,2022-10-02,377,24,25.3,607.2,Pending,2024-06-27
19326,3792,2022-12-06,89,13,233.24,3032.12,Pending,2023-04-11
19327,187,2024-01-24,126,19,281.45,5347.55,Pending,2023-01-19
19328,4721,2023-09-29,143,12,317.21,3806.52,Completed,2024-12-07
19329,84,2022-09-12,287,1,159.26,159.26,Pending,2022-06-05
19330,1440,2023-10-04,164,39,216.43,8440.77,Completed,2022-03-10
19331,4376,2022-05-07,362,44,60.48,2661.12,Cancelled,2022-11-13
19332,4866,2024-02-28,248,15,182.49,2737.35,Cancelled,2022-08-22
19333,8375,2022-12-26,115,41,373.19,15300.79,Cancelled,2022-03-12
19334,7902,2022-08-19,487,38,457.66,17391.08,Completed,2022-01-20
19335,6705,2023-02-18,3,16,217.57,3481.12,Cancelled,2023-04-10
19336,1977,2024-09-10,447,45,432.58,19466.1,Cancelled,2022-09-26
19337,3868,2023-06-26,10,34,206.07,7006.38,Completed,2024-01-21
19338,3159,2024-09-19,473,33,188.9,6233.7,Pending,2022-06-11
19339,2346,2022-07-29,387,42,350.63,14726.46,Cancelled,2022-08-15
19340,4875,2024-06-06,341,41,108.93,4466.13,Completed,2024-04-24
19341,8602,2022-08-13,348,30,445.72,13371.6,Pending,2022-12-19
19342,5344,2022-05-01,499,30,11.51,345.3,Completed,2024-10-25
19343,6746,2024-11-12,181,39,362.52,14138.28,Cancelled,2022-02-08
19344,7348,2022-06-03,213,48,224.75,10788.0,Cancelled,2024-11-26
19345,8823,2022-06-02,31,36,499.92,17997.12,Pending,2023-05-09
19346,1858,2023-07-06,350,12,420.79,5049.48,Completed,2024-05-13
19347,8442,2024-05-29,485,21,165.28,3470.88,Completed,2022-11-02
19348,3323,2022-11-24,20,42,380.68,15988.56,Completed,2023-09-02
19349,691,2023-11-20,45,26,205.25,5336.5,Completed,2023-09-14
19350,422,2024-09-13,436,41,372.1,15256.1,Cancelled,2024-11-29
19351,2883,2022-10-01,480,44,367.64,16176.16,Cancelled,2024-11-04
19352,2263,2022-05-14,118,18,129.9,2338.2,Pending,2023-03-26
19353,837,2022-01-06,148,26,161.25,4192.5,Completed,2022-08-07
19354,7077,2023-04-26,133,27,304.52,8222.04,Pending,2024-04-03
19355,938,2022-08-04,347,24,25.88,621.12,Cancelled,2023-08-19
19356,6258,2023-02-28,94,21,261.48,5491.08,Completed,2023-05-08
19357,8127,2023-08-31,393,4,331.88,1327.52,Cancelled,2022-05-21
19358,1638,2024-07-22,240,24,127.15,3051.6,Cancelled,2024-05-21
19359,5308,2024-10-01,161,49,298.91,14646.59,Completed,2023-10-31
19360,111,2024-10-14,140,47,95.97,4510.59,Cancelled,2022-08-30
19361,1169,2023-07-22,41,40,107.43,4297.2,Cancelled,2022-11-18
19362,6005,2023-01-08,202,20,138.07,2761.4,Cancelled,2023-03-10
19363,7846,2022-05-02,72,27,191.84,5179.68,Completed,2024-03-20
19364,9609,2024-03-26,339,40,111.88,4475.2,Cancelled,2022-08-19
19365,3493,2022-09-09,140,18,302.34,5442.12,Completed,2023-04-05
19366,1124,2023-09-01,406,29,14.44,418.76,Completed,2022-07-31
19367,4281,2024-05-24,191,48,93.58,4491.84,Cancelled,2023-05-05
19368,509,2024-10-04,325,24,66.48,1595.52,Pending,2024-11-04
19369,3614,2023-09-04,75,21,327.26,6872.46,Pending,2023-03-16
19370,3419,2024-08-12,180,33,479.5,15823.5,Pending,2022-12-06
19371,1506,2022-12-07,236,17,326.1,5543.7,Completed,2024-03-16
19372,3043,2023-04-18,108,19,156.64,2976.16,Completed,2023-05-23
19373,4331,2024-07-26,317,31,27.61,855.91,Completed,2023-03-26
19374,1877,2023-06-01,69,11,440.99,4850.89,Cancelled,2023-05-14
19375,7083,2024-04-15,322,27,333.5,9004.5,Completed,2024-11-23
19376,4445,2022-10-04,135,14,454.52,6363.28,Cancelled,2023-07-30
19377,1795,2024-07-30,378,43,162.97,7007.71,Completed,2022-04-24
19378,1728,2024-02-05,236,3,330.93,992.79,Cancelled,2023-07-02
19379,1714,2024-06-05,189,40,196.53,7861.2,Cancelled,2022-11-04
19380,8240,2023-09-15,261,13,415.66,5403.58,Cancelled,2024-12-02
19381,8558,2022-11-13,314,41,92.03,3773.23,Completed,2022-04-03
19382,1477,2022-07-08,392,7,76.61,536.27,Completed,2024-12-05
19383,9042,2022-10-04,294,34,198.24,6740.16,Completed,2024-12-17
19384,6166,2024-04-15,352,10,444.86,4448.6,Pending,2024-10-29
19385,756,2023-06-10,90,37,428.47,15853.39,Pending,2023-03-17
19386,6550,2022-04-22,456,45,334.19,15038.55,Cancelled,2023-08-09
19387,2245,2022-08-11,95,43,72.03,3097.29,Pending,2022-05-03
19388,4109,2024-01-12,52,22,385.78,8487.16,Pending,2022-05-02
19389,1236,2022-07-10,210,34,229.55,7804.7,Completed,2024-05-05
19390,1071,2024-03-09,327,42,384.03,16129.26,Completed,2023-10-01
19391,8177,2024-04-23,384,29,178.98,5190.42,Pending,2023-10-29
19392,191,2022-07-03,187,35,246.89,8641.15,Cancelled,2022-07-28
19393,3063,2023-10-25,140,36,168.96,6082.56,Pending,2023-12-09
19394,6037,2022-08-19,418,29,399.08,11573.32,Pending,2022-04-18
19395,8929,2023-10-07,400,23,45.46,1045.58,Cancelled,2024-12-13
19396,1789,2024-06-02,118,48,74.54,3577.92,Pending,2023-08-21
19397,5917,2024-03-25,173,32,179.56,5745.92,Completed,2023-10-25
19398,8696,2024-07-24,206,15,197.05,2955.75,Pending,2022-04-24
19399,9805,2023-10-03,463,34,19.04,647.36,Pending,2022-05-06
19400,6225,2024-04-24,494,17,222.96,3790.32,Pending,2022-03-23
19401,1469,2022-06-09,447,36,78.65,2831.4,Completed,2022-07-17
19402,7394,2022-07-06,42,46,237.86,10941.56,Pending,2024-10-14
19403,8463,2023-12-07,98,49,353.83,17337.67,Cancelled,2023-08-30
19404,3084,2023-07-17,29,46,33.7,1550.2,Completed,2024-09-03
19405,6504,2024-10-27,21,39,304.97,11893.83,Completed,2022-01-25
19406,7228,2024-01-10,83,47,33.6,1579.2,Completed,2023-04-05
19407,3763,2022-04-27,388,19,232.89,4424.91,Completed,2023-08-21
19408,127,2022-01-10,93,25,126.72,3168.0,Pending,2024-02-04
19409,3830,2023-05-09,442,36,137.9,4964.4,Pending,2022-10-18
19410,6730,2024-01-20,170,27,160.89,4344.03,Cancelled,2024-02-26
19411,5236,2024-03-01,228,4,37.65,150.6,Cancelled,2024-05-10
19412,2463,2022-07-11,288,3,244.28,732.84,Pending,2023-11-26
19413,2751,2024-12-07,180,7,326.24,2283.68,Cancelled,2024-07-31
19414,378,2023-04-18,481,32,50.64,1620.48,Completed,2022-12-25
19415,271,2022-10-04,145,44,438.82,19308.08,Cancelled,2022-06-20
19416,3182,2023-04-07,29,17,407.42,6926.14,Pending,2024-12-13
19417,1415,2024-10-22,177,7,376.99,2638.93,Pending,2022-11-26
19418,4099,2024-08-28,465,48,35.06,1682.88,Completed,2024-08-10
19419,1785,2023-11-05,200,8,419.01,3352.08,Pending,2024-06-29
19420,5144,2024-08-10,326,17,237.86,4043.62,Cancelled,2022-01-25
19421,6510,2024-06-02,458,45,75.31,3388.95,Completed,2024-06-19
19422,6758,2023-11-03,414,33,149.59,4936.47,Cancelled,2023-03-21
19423,6425,2022-01-22,148,18,375.83,6764.94,Completed,2022-05-19
19424,8092,2023-01-06,486,13,305.82,3975.66,Cancelled,2022-12-20
19425,5618,2023-02-20,405,12,389.32,4671.84,Cancelled,2022-12-27
19426,3992,2023-12-07,263,46,184.04,8465.84,Cancelled,2022-06-11
19427,1429,2023-11-05,365,48,284.76,13668.48,Cancelled,2024-09-19
19428,1568,2024-08-14,374,19,135.02,2565.38,Pending,2023-11-19
19429,1477,2023-06-02,499,7,282.38,1976.66,Pending,2022-06-29
19430,5231,2022-05-28,20,41,250.9,10286.9,Pending,2023-08-09
19431,3977,2024-11-08,111,24,181.29,4350.96,Completed,2024-09-04
19432,9061,2023-10-11,114,43,89.28,3839.04,Pending,2022-12-17
19433,6869,2023-02-24,361,47,304.75,14323.25,Completed,2023-04-24
19434,2279,2023-02-28,478,49,483.45,23689.05,Pending,2022-07-03
19435,9869,2024-08-03,452,12,411.94,4943.28,Completed,2023-11-03
19436,7440,2023-03-28,94,41,490.85,20124.85,Cancelled,2024-01-02
19437,1385,2023-09-20,384,44,97.96,4310.24,Pending,2023-05-07
19438,7268,2024-01-16,271,10,143.49,1434.9,Cancelled,2022-05-18
19439,7410,2024-11-16,268,36,291.49,10493.64,Completed,2024-02-17
19440,1330,2023-06-15,59,2,432.5,865.0,Pending,2023-10-04
19441,7841,2022-05-02,9,36,437.73,15758.28,Pending,2023-04-03
19442,9590,2024-08-24,8,16,431.44,6903.04,Pending,2024-09-11
19443,5106,2023-11-19,28,11,80.1,881.1,Pending,2024-05-31
19444,1982,2022-06-10,137,7,46.53,325.71,Cancelled,2022-01-04
19445,4199,2024-06-30,455,26,426.14,11079.64,Pending,2024-07-31
19446,4593,2022-06-13,23,11,294.68,3241.48,Completed,2024-08-29
19447,6006,2023-08-02,217,28,78.85,2207.8,Cancelled,2023-11-07
19448,188,2023-04-25,406,30,259.84,7795.2,Pending,2024-08-16
19449,9969,2022-08-30,74,12,420.87,5050.44,Pending,2023-11-26
19450,5189,2023-02-10,135,11,23.05,253.55,Completed,2024-03-08
19451,40,2023-03-13,380,35,126.07,4412.45,Cancelled,2024-11-22
19452,6384,2023-02-27,307,35,338.35,11842.25,Completed,2024-01-06
19453,3685,2024-09-19,123,7,67.93,475.51,Completed,2023-02-19
19454,780,2022-08-22,246,48,25.48,1223.04,Cancelled,2023-06-29
19455,3940,2024-01-22,482,9,25.15,226.35,Pending,2024-11-08
19456,3279,2022-01-08,437,4,22.87,91.48,Pending,2023-06-23
19457,3593,2023-04-21,121,28,229.46,6424.88,Pending,2023-02-14
19458,2517,2024-08-06,307,15,33.27,499.05,Cancelled,2023-01-07
19459,3900,2022-05-02,78,22,279.35,6145.7,Pending,2023-09-12
19460,5643,2024-07-28,15,17,266.0,4522.0,Cancelled,2022-01-30
19461,1950,2022-06-01,500,29,107.47,3116.63,Cancelled,2024-01-26
19462,1480,2022-07-26,250,4,488.37,1953.48,Pending,2023-02-10
19463,6124,2023-08-25,237,49,225.16,11032.84,Pending,2023-08-16
19464,9245,2023-09-06,182,36,401.35,14448.6,Pending,2022-02-12
19465,8580,2023-04-17,77,15,440.47,6607.05,Pending,2022-07-16
19466,1503,2023-04-26,34,43,486.24,20908.32,Pending,2024-06-12
19467,7153,2022-06-12,238,5,28.46,142.3,Cancelled,2024-08-16
19468,1877,2024-10-30,167,48,119.56,5738.88,Cancelled,2023-11-05
19469,3295,2024-04-08,318,14,142.99,2001.86,Pending,2022-08-24
19470,8129,2022-02-14,42,28,243.89,6828.92,Cancelled,2023-11-19
19471,7059,2024-09-28,284,45,254.36,11446.2,Completed,2023-10-17
19472,7242,2024-07-21,401,16,277.16,4434.56,Cancelled,2024-03-01
19473,6633,2022-07-02,198,27,302.42,8165.34,Cancelled,2023-03-01
19474,3003,2023-04-28,413,47,256.62,12061.14,Pending,2024-11-09
19475,8266,2023-08-07,120,45,488.08,21963.6,Cancelled,2022-08-09
19476,5107,2022-04-21,81,11,380.58,4186.38,Completed,2022-01-07
19477,1428,2023-12-26,2,39,231.56,9030.84,Completed,2022-12-08
19478,4254,2023-08-12,415,43,204.45,8791.35,Completed,2022-12-22
19479,7067,2023-10-07,443,30,50.45,1513.5,Completed,2023-10-28
19480,8422,2023-08-03,113,5,319.79,1598.95,Cancelled,2022-06-02
19481,3008,2023-08-16,370,50,481.66,24083.0,Pending,2023-11-07
19482,4435,2022-12-12,447,12,343.69,4124.28,Cancelled,2022-12-11
19483,8456,2023-11-07,410,14,39.96,559.44,Completed,2023-06-28
19484,2427,2022-05-13,202,11,309.4,3403.4,Pending,2022-05-19
19485,9771,2022-06-06,408,27,483.28,13048.56,Pending,2023-02-07
19486,2933,2024-04-15,377,3,59.76,179.28,Pending,2023-07-31
19487,6753,2022-05-28,10,1,438.89,438.89,Completed,2024-08-08
19488,7757,2024-07-18,34,47,284.29,13361.63,Cancelled,2022-08-11
19489,2050,2022-07-31,87,18,362.84,6531.12,Cancelled,2024-12-16
19490,1344,2023-07-14,59,42,75.53,3172.26,Pending,2022-10-12
19491,3017,2023-10-19,437,35,471.33,16496.55,Completed,2023-11-14
19492,1515,2022-02-09,286,4,249.66,998.64,Cancelled,2022-03-14
19493,5370,2022-07-26,297,35,419.63,14687.05,Cancelled,2022-07-15
19494,4121,2024-04-28,496,17,261.57,4446.69,Cancelled,2022-03-05
19495,5923,2023-11-08,373,24,16.36,392.64,Pending,2024-09-17
19496,8709,2023-07-14,138,42,146.73,6162.66,Completed,2023-06-25
19497,1909,2022-09-08,139,30,143.14,4294.2,Pending,2024-08-12
19498,346,2024-07-14,463,1,334.16,334.16,Completed,2024-06-22
19499,8860,2023-08-19,413,40,94.58,3783.2,Completed,2023-09-23
19500,7018,2023-11-17,481,42,378.72,15906.24,Completed,2022-04-29
19501,7099,2023-07-06,269,7,233.55,1634.85,Cancelled,2024-10-25
19502,9495,2023-04-26,210,36,12.43,447.48,Cancelled,2024-12-22
19503,5732,2022-09-11,174,41,162.08,6645.28,Cancelled,2024-10-04
19504,2004,2024-02-29,381,31,440.29,13648.99,Pending,2022-09-04
19505,5404,2023-04-25,444,15,150.35,2255.25,Pending,2023-03-05
19506,7164,2022-04-17,55,7,265.59,1859.13,Cancelled,2024-04-29
19507,9055,2024-03-28,6,40,179.02,7160.8,Cancelled,2023-05-13
19508,4633,2023-12-31,106,2,334.46,668.92,Completed,2022-07-30
19509,9357,2024-11-01,166,28,54.05,1513.4,Pending,2024-05-15
19510,8787,2023-11-14,360,47,20.76,975.72,Completed,2023-05-18
19511,2227,2023-01-21,110,14,167.01,2338.14,Completed,2023-03-17
19512,9621,2023-10-13,399,29,111.45,3232.05,Completed,2023-02-28
19513,8546,2024-02-14,467,27,77.45,2091.15,Completed,2022-02-23
19514,4825,2022-03-10,142,9,342.02,3078.18,Completed,2023-09-12
19515,2933,2023-05-29,475,34,327.1,11121.4,Pending,2024-03-19
19516,7536,2024-05-06,89,17,306.78,5215.26,Cancelled,2022-10-08
19517,404,2022-12-16,179,50,242.07,12103.5,Cancelled,2023-02-08
19518,5033,2022-01-16,238,23,464.59,10685.57,Completed,2023-07-06
19519,5518,2023-06-28,1,46,387.0,17802.0,Cancelled,2023-04-02
19520,4478,2024-11-03,149,11,241.43,2655.73,Cancelled,2024-02-24
19521,6243,2022-02-14,311,2,18.61,37.22,Completed,2023-01-05
19522,542,2023-10-18,157,45,78.4,3528.0,Pending,2024-09-10
19523,6506,2023-10-26,391,30,489.36,14680.8,Completed,2022-10-13
19524,9442,2023-03-11,406,6,445.51,2673.06,Cancelled,2022-02-08
19525,4062,2024-07-14,327,46,454.57,20910.22,Cancelled,2023-10-07
19526,4815,2022-07-12,182,34,298.68,10155.12,Completed,2024-01-05
19527,810,2024-08-19,345,12,138.96,1667.52,Cancelled,2023-03-18
19528,1273,2022-01-26,372,46,46.19,2124.74,Cancelled,2022-10-24
19529,3230,2024-10-05,441,5,47.09,235.45,Cancelled,2023-07-18
19530,7242,2024-07-06,40,4,175.23,700.92,Pending,2022-12-29
19531,1660,2023-12-06,356,50,314.22,15711.0,Pending,2022-07-24
19532,2415,2022-08-08,209,39,452.98,17666.22,Cancelled,2022-09-27
19533,7899,2022-06-19,198,20,43.45,869.0,Cancelled,2023-07-04
19534,8300,2023-06-10,355,4,162.83,651.32,Cancelled,2022-07-13
19535,2202,2023-08-30,286,16,396.54,6344.64,Cancelled,2022-01-11
19536,3372,2024-11-27,218,38,165.71,6296.98,Cancelled,2023-01-15
19537,4193,2024-11-20,444,49,88.96,4359.04,Cancelled,2024-10-16
19538,971,2022-01-23,318,16,106.26,1700.16,Pending,2024-10-14
19539,5665,2022-10-11,297,13,324.5,4218.5,Cancelled,2023-09-25
19540,7935,2024-10-21,371,4,472.56,1890.24,Pending,2023-05-25
19541,6211,2022-02-19,238,22,25.59,562.98,Cancelled,2023-12-08
19542,9557,2024-04-25,290,34,118.07,4014.38,Completed,2023-11-22
19543,632,2024-11-17,330,43,222.32,9559.76,Pending,2022-05-12
19544,6079,2023-03-27,16,40,83.14,3325.6,Completed,2022-08-14
19545,5212,2022-04-20,250,4,367.13,1468.52,Pending,2022-09-17
19546,6757,2024-12-22,83,19,67.73,1286.87,Pending,2022-05-23
19547,7947,2023-09-21,266,48,443.33,21279.84,Cancelled,2023-02-28
19548,5518,2023-11-03,435,21,432.28,9077.88,Cancelled,2024-08-04
19549,9318,2022-02-04,491,5,238.24,1191.2,Cancelled,2023-03-23
19550,5888,2024-04-13,382,18,351.3,6323.4,Completed,2022-05-29
19551,985,2024-11-07,187,20,50.47,1009.4,Pending,2024-10-04
19552,4736,2022-09-11,262,4,361.67,1446.68,Cancelled,2023-09-07
19553,1540,2024-02-15,53,28,72.48,2029.44,Completed,2024-02-29
19554,2049,2022-09-04,465,22,122.77,2700.94,Completed,2024-07-24
19555,9300,2022-12-23,490,2,217.23,434.46,Pending,2023-05-21
19556,2154,2022-06-12,459,6,90.67,544.02,Pending,2022-03-27
19557,46,2024-11-24,3,17,245.65,4176.05,Completed,2022-08-24
19558,4564,2024-04-02,306,14,81.18,1136.52,Pending,2024-02-14
19559,4272,2023-11-20,139,1,197.82,197.82,Completed,2022-01-04
19560,6734,2022-10-18,132,44,342.05,15050.2,Completed,2023-11-12
19561,7355,2022-06-05,226,41,143.0,5863.0,Cancelled,2022-11-03
19562,177,2023-11-08,98,23,12.13,278.99,Cancelled,2023-02-16
19563,2120,2023-09-30,465,6,441.49,2648.94,Completed,2024-03-17
19564,5593,2023-08-23,115,8,79.59,636.72,Pending,2024-07-31
19565,9171,2024-09-17,295,18,224.8,4046.4,Cancelled,2024-09-05
19566,6500,2022-01-12,292,18,494.14,8894.52,Cancelled,2024-01-16
19567,6049,2024-08-27,232,5,138.57,692.85,Cancelled,2024-05-05
19568,5950,2024-10-13,346,33,50.41,1663.53,Completed,2023-11-06
19569,6182,2023-03-04,251,40,112.35,4494.0,Cancelled,2024-04-23
19570,5084,2024-03-17,413,18,104.26,1876.68,Completed,2022-05-18
19571,6716,2022-05-05,209,8,27.0,216.0,Completed,2022-09-14
19572,9657,2022-09-22,76,46,285.81,13147.26,Pending,2024-01-06
19573,3973,2022-01-06,143,48,32.62,1565.76,Completed,2022-08-20
19574,9343,2022-10-01,14,26,357.04,9283.04,Completed,2022-12-16
19575,991,2022-06-14,380,22,315.72,6945.84,Pending,2024-05-11
19576,7413,2023-11-29,311,43,308.68,13273.24,Pending,2024-11-20
19577,9193,2024-11-17,199,14,359.15,5028.1,Pending,2022-09-25
19578,6346,2024-08-14,372,31,235.08,7287.48,Cancelled,2023-11-28
19579,1653,2024-04-15,411,50,480.88,24044.0,Cancelled,2022-06-26
19580,3759,2022-10-27,386,28,325.51,9114.28,Completed,2024-08-18
19581,4991,2023-05-03,337,33,195.15,6439.95,Completed,2024-06-02
19582,2238,2022-08-27,193,36,261.03,9397.08,Completed,2022-07-15
19583,7598,2023-06-10,51,17,306.42,5209.14,Completed,2024-07-02
19584,6998,2022-08-28,81,14,41.35,578.9,Cancelled,2023-03-27
19585,8038,2023-01-14,153,33,324.32,10702.56,Pending,2024-03-29
19586,8759,2022-05-14,175,37,356.85,13203.45,Pending,2024-02-03
19587,6954,2022-08-13,351,8,132.62,1060.96,Completed,2024-08-04
19588,7057,2022-09-18,319,39,12.49,487.11,Pending,2024-07-30
19589,35,2022-01-20,342,26,466.02,12116.52,Cancelled,2022-02-04
19590,7112,2024-05-01,322,5,284.76,1423.8,Pending,2022-09-25
19591,8297,2023-02-14,99,46,90.72,4173.12,Cancelled,2024-07-07
19592,5688,2023-12-22,325,11,369.74,4067.14,Pending,2023-05-22
19593,4515,2023-03-25,430,50,72.17,3608.5,Cancelled,2024-10-26
19594,5415,2022-05-03,15,6,105.08,630.48,Cancelled,2023-09-16
19595,4693,2024-02-09,324,9,46.99,422.91,Cancelled,2023-07-07
19596,7625,2024-02-14,129,45,243.5,10957.5,Completed,2024-09-17
19597,5458,2023-09-14,438,22,125.94,2770.68,Completed,2023-08-24
19598,8195,2023-04-13,164,7,494.2,3459.4,Cancelled,2022-01-10
19599,7770,2022-02-20,416,34,55.09,1873.06,Pending,2024-08-09
19600,8100,2023-08-01,483,11,171.73,1889.03,Cancelled,2023-03-12
19601,3409,2024-04-07,263,46,433.94,19961.24,Pending,2022-09-12
19602,2751,2022-05-20,262,26,353.9,9201.4,Completed,2023-04-25
19603,6175,2024-01-07,389,46,458.93,21110.78,Cancelled,2022-09-19
19604,7484,2022-11-05,250,37,224.63,8311.31,Cancelled,2023-05-03
19605,3602,2023-12-14,146,9,117.08,1053.72,Pending,2022-02-17
19606,7074,2023-08-03,34,41,253.99,10413.59,Pending,2022-09-26
19607,7527,2023-06-07,20,21,169.61,3561.81,Pending,2023-05-02
19608,527,2022-04-28,240,6,317.77,1906.62,Completed,2022-12-08
19609,877,2023-09-08,371,9,378.51,3406.59,Pending,2024-06-13
19610,9432,2022-07-10,28,16,253.18,4050.88,Completed,2024-04-16
19611,4696,2024-12-17,64,28,268.67,7522.76,Completed,2022-02-24
19612,992,2024-07-10,237,23,282.16,6489.68,Cancelled,2024-08-30
19613,9272,2023-03-21,333,34,382.28,12997.52,Completed,2023-09-06
19614,3902,2024-01-27,104,5,86.92,434.6,Pending,2024-11-17
19615,8041,2024-04-07,302,3,116.25,348.75,Completed,2023-04-24
19616,9300,2024-10-09,334,12,426.22,5114.64,Pending,2024-06-16
19617,1072,2022-08-11,172,18,93.68,1686.24,Completed,2023-03-10
19618,1822,2022-03-11,450,29,308.74,8953.46,Cancelled,2023-12-29
19619,3499,2022-07-14,271,1,88.94,88.94,Completed,2024-09-02
19620,9980,2022-05-25,193,40,111.85,4474.0,Cancelled,2022-11-05
19621,2219,2024-06-05,109,22,19.2,422.4,Completed,2023-07-08
19622,1882,2024-09-04,116,31,74.92,2322.52,Pending,2022-06-18
19623,3065,2022-06-26,9,5,161.06,805.3,Completed,2022-06-14
19624,3233,2023-12-14,32,36,479.06,17246.16,Pending,2023-01-30
19625,1050,2022-07-03,260,25,173.31,4332.75,Cancelled,2024-07-20
19626,5033,2022-01-24,5,47,320.76,15075.72,Cancelled,2022-07-13
19627,6314,2023-01-26,462,44,173.19,7620.36,Pending,2024-09-03
19628,4410,2022-04-06,237,24,187.03,4488.72,Pending,2023-11-02
19629,6596,2023-08-07,157,34,272.17,9253.78,Completed,2024-04-17
19630,4961,2022-03-30,450,37,83.79,3100.23,Cancelled,2022-11-25
19631,6268,2024-06-05,473,37,406.63,15045.31,Cancelled,2023-10-06
